nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Taman Stadion Bima,Jawa Barat,Kota Cirebon,Taman Stadion Bima Kota Cirebon,"-6.7297229,108.5357998",Taman,-6.7297229,108.5357998
Taman Sukabumi,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Sukabumi Daerah Khusus ibukota Jakarta,"-6.2037658,106.8411248",Taman,-6.2037658,106.8411248
Taman Sulfat,Jawa Timur,Kota Malang,Taman Sulfat Kota Malang,"-7.9604015,112.6500757",Taman,-7.9604015,112.6500757
Taman Sultan Hasanuddin,Sulawesi Selatan,Sulawesi,Taman Sultan Hasanuddin Sulawesi,"-5.1992861,119.4488823",Taman,-5.1992861,119.4488823
Taman Sumbersari,Jawa Timur,Jember,Taman Sumbersari Jember,"-8.1855943,113.7244086",Taman,-8.1855943,113.7244086
Taman Sumenep,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Sumenep Daerah Khusus ibukota Jakarta,"-6.2012742,106.8265485",Taman,-6.2012742,106.8265485
Taman Sungai Mudal,Daerah Istimewa Yogyakarta,Kulonprogo,Taman Sungai Mudal Kulonprogo,"-7.7628526,110.1164352",Taman,-7.7628526,110.1164352
Taman Suren,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Suren Daerah Khusus ibukota Jakarta,"-6.2343729,106.8141907",Taman,-6.2343729,106.8141907
Taman Suropati,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Taman Untung Suropati,"-6.1992848,106.8326434",Taman,-6.1992848,106.8326434
Taman Surya,Jawa Timur,Surabaya,Jl Taman Surya Ketabang Genteng Kota SBY Jawa Timur,"-7.2601859,112.7469685",Taman,-7.2601859,112.7469685
Taman Suryo,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Suryo Daerah Khusus ibukota Jakarta,"-6.2334893,106.8126213",Taman,-6.2334893,106.8126213
Taman Swadarma,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Swadarma,"-6.2362799,106.7599267",Taman,-6.2362799,106.7599267
Taman Swarga Tridaya,Jawa Barat,Jawa,Taman Swarga Tridaya  Jawa,"-6.2437663,107.068159",Taman,-6.2437663,107.068159
Taman Tabebuya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Tabebuya Daerah Khusus ibukota Jakarta,"-6.3281432,106.8103565",Taman,-6.3281432,106.8103565
Taman Tangkuban Perahu,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Tangkuban Perahu Daerah Khusus ibukota Jakarta,"-6.2076316,106.8352991",Taman,-6.2076316,106.8352991
Taman Tanjung,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Tanjung Daerah Khusus ibukota Jakarta,"-6.3019069,106.8391168",Taman,-6.3019069,106.8391168
Taman Tegalsari,Jawa Tengah,Boyolali,Taman Tegalsari Boyolali,"-7.3656721,110.6393593",Taman,-7.3656721,110.6393593
Taman Teknik,Jawa Tengah,Kota Semarang,Taman Teknik Kota Semarang,"-7.0508766,110.4408029",Taman,-7.0508766,110.4408029
Taman teladan,Sumatera Utara,Kota Medan,jalan teladan,"3.5648964,98.6939126",Taman,3.5648964,98.6939126
Taman Teletubies,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Teletubies Daerah Khusus ibukota Jakarta,"-6.2502312,106.7733717",Taman,-6.2502312,106.7733717
Taman Tempat Wisata Bedhung Lepen,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Taman Tempat Wisata Bedhung Lepen Kota Yogyakarta,"-7.8316226,110.3945517",Taman,-7.8316226,110.3945517
Taman Teratai,Jawa Timur,Surabaya,Jl Teratai No Tambaksari Kota SBY Jawa Timur,"-7.2550969,112.7560399",Taman,-7.2550969,112.7560399
Taman Tirto Agung Semarang,Jawa Tengah,Kota Semarang,Jalan Durian Raya,"-7.0642656,110.42708",Taman,-7.0642656,110.42708
Taman Tiyuh Kibang Mulya Jaya,Lampung,Tulang Bawang Barat,Taman Tiyuh Kibang Mulya Jaya Tulang Bawang Barat,"-4.3254365,105.128699",Taman,-4.3254365,105.128699
Taman Topaz,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Topaz Daerah Khusus ibukota Jakarta,"-6.1614311,106.8711779",Taman,-6.1614311,106.8711779
Taman Topeng Sengguruh Kepanjen,Jawa Timur,Kabupaten Malang,Taman Topeng Sengguruh Kepanjen Kabupaten Malang,"-8.1766859,112.5500944",Taman,-8.1766859,112.5500944
Taman Tugu Muda,Jawa Tengah,Kota Semarang,Taman Tugu Muda Kota Semarang,"-6.9841238,110.409506",Landmark,-6.9841238,110.409506
Taman Udayana,Nusa Tenggara Barat,Mataram,Taman Udayana Mataram,"-8.5714507,116.1023822",Taman,-8.5714507,116.1023822
Taman Universitas Jember,Jawa Timur,Jember,Jl Kalimantan,"-8.1649739,113.7159487",Taman,-8.1649739,113.7159487
Taman Univesitas Sulawesi Tenggara,Sulawesi Tenggara,Kendari,Taman Univesitas Sulawesi Tenggara Kendari,"-4.041731,122.477594",Taman,-4.041731,122.477594
Taman Valencia,Jawa Timur,Sidoarjo,Taman Valencia Sidoarjo,"-7.399155,112.7453098",Taman,-7.399155,112.7453098
Taman Vancouver,Jawa Timur,Sidoarjo,Jl Pasadena Barat III,"-7.3935142,112.735074",Taman,-7.3935142,112.735074
Taman Varigata Gunung Setugel,Jawa Tengah,Magelang,Taman Varigata Gunung Setugel Magelang,"-7.4817457,110.3467225",Gunung,-7.4817457,110.3467225
Taman Waduh,Sulawesi Tengah,Palu,Taman Waduh Palu,"-0.8904113,119.9174846",Taman,-0.8904113,119.9174846
Taman Waduk Pluit,DKI Jakarta,Daerah Khusus ibukota Jakarta,Pluit Timur Raya,"-6.1153036,106.7954128",Taman,-6.1153036,106.7954128
Taman WAP,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman WAP Daerah Khusus ibukota Jakarta,"-6.1484681,106.8405511",Taman,-6.1484681,106.8405511
Taman Warga,DKI Jakarta,Jakarta Timur,Taman Warga  Jakarta Timur,"-6.240696,106.9246875",Taman,-6.240696,106.9246875
Taman Widya Chandra,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Widya Chandra Daerah Khusus ibukota Jakarta,"-6.2280135,106.8131623",Taman,-6.2280135,106.8131623
taman WIFI,Kepulauan Riau,Batam,taman WIFI Batam,"1.1384494,104.0296433",Taman,1.1384494,104.0296433
Taman Wijaya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Wijaya Daerah Khusus ibukota Jakarta,"-6.2471601,106.8017811",Taman,-6.2471601,106.8017811
Taman Wijaya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Wijaya  Daerah Khusus ibukota Jakarta,"-6.2492292,106.804018",Taman,-6.2492292,106.804018
Taman Wisana G Pengsong,Nusa Tenggara Barat,Lombok Barat,Taman Wisana G Pengsong Lombok Barat,"-8.6415754,116.0855793",Taman,-8.6415754,116.0855793
Taman Wisata Alam Perhutani Carita,Banten,Pandeglang,Taman Wisata Alam Perhutani Carita Pandeglang,"-6.2921971,105.8413741",Taman,-6.2921971,105.8413741
Taman Wisata Gua Sunyaragi,Jawa Barat,Kota Cirebon,Taman Wisata Gua Sunyaragi Kota Cirebon,"-6.7360146,108.5434187",Taman,-6.7360146,108.5434187
Taman Wisata Joko Tarub,Jawa Timur,Tuban,Taman Wisata Joko Tarub Tuban,"-7.0045508,112.1079915",Taman,-7.0045508,112.1079915
Taman Wisata Kopeng,Jawa Tengah,Kabupaten Semarang,Taman Wisata Kopeng Kabupaten Semarang,"-7.3985039,110.4192408",Taman,-7.3985039,110.4192408
Taman Wisata Lahor,Jawa Timur,Kabupaten Malang,Taman Wisata Lahor Kabupaten Malang,"-8.1485944,112.4520912",Taman,-8.1485944,112.4520912
TAMAN WISATA MTQ,Riau,Pekanbaru,TAMAN WISATA MTQ Pekanbaru,"0.4812891,101.4564289",Taman,0.4812891,101.4564289
Taman Wisata Tunggangan,Jawa Tengah,Wonogiri,Taman Wisata Tunggangan Wonogiri,"-7.918119,111.113389",Taman,-7.918119,111.113389
Taman Yasmin,Kepulauan Riau,Batam,Taman Yasmin Batam,"1.134,104.11162",Taman,1.134,104.11162
Taman Yose Indah,Kepulauan Riau,Batam,Taman Yose Indah Batam,"1.16586,104.12001",Taman,1.16586,104.12001
Taman Resto dan Therapy Suwuk Nusantara,Jawa Tengah,Purwodadi,Jl Tombo Ati Sendangsari RT  RW  Tambirejo Toroh,"-7.1207285,110.916986",Taman,-7.1207285,110.916986
Taman S PARMAN Food Street,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman S PARMAN Food Street Daerah Khusus ibukota Jakarta,"-6.1712813,106.7899942",Taman,-6.1712813,106.7899942
Tamanim,Papua Selatan,Asmat,Tamanim Asmat,"-5.6242264,139.2877041",Taman,-5.6242264,139.2877041
Tanah Lot,Kabupaten Tabanan Bali,Bali,tabanan,8.621066°S 115.087025°E,Lainnya,-8.621066,115.087025
Temple with big statue,Sumatera Utara,Kota Pematang Siantar,Temple with big statue Kota Pematang Siantar,"2.9544264,99.0689594",Lainnya,2.9544264,99.0689594
Traditional house,Papua,Biak Numfor,Traditional house Biak Numfor,"-0.8345133,135.9563033",Lainnya,-0.8345133,135.9563033
Tugu,Nusa Tenggara Timur,Sikka,Tugu Sikka,"-8.5420458,122.0961769",Landmark,-8.5420458,122.0961769
Tugu  Mei  Telaga Langsat,Kalimantan Selatan,Hulu Sungai Selatan,Tugu  Mei  Telaga Langsat Hulu Sungai Selatan,"-2.7309428,115.3246169",Landmark,-2.7309428,115.3246169
Tugu  Januari  Perang Kemerdekaan Negara,Kalimantan Selatan,Hulu Sungai Selatan,Tugu  Januari  Perang Kemerdekaan Negara Hulu Sungai Selatan,"-2.5817713,115.1158696",Landmark,-2.5817713,115.1158696
Tugu  Februari Pagatan,Kalimantan Selatan,Tanah Bumbu,Tugu  Februari Pagatan Tanah Bumbu,"-3.608829,115.932738",Landmark,-3.608829,115.932738
Tugu Adipura,Kalimantan Selatan,Banjarmasin,Tugu Adipura Banjarmasin,"-3.3272184,114.5898977",Landmark,-3.3272184,114.5898977
Tugu Adipura Bundaran Loceret,Jawa Timur,Nganjuk,Tugu Adipura Bundaran Loceret Nganjuk,"-7.6468715,111.8926795",Landmark,-7.6468715,111.8926795
Tugu Adipura Kencana,Bali,Tabanan,Tugu Adipura Kencana Tabanan,"-8.5370332,115.1108946",Landmark,-8.5370332,115.1108946
Tugu Adipura Kota Negara,Bali,Jembrana,Tugu Adipura Kota Negara Jembrana,"-8.3608889,114.6349587",Landmark,-8.3608889,114.6349587
Tugu Adipura Kota Tenggarong,Kalimantan Timur,Kutai Kartanegara,Tugu Adipura Kota Tenggarong Kutai Kartanegara,"-0.4149427,116.9911145",Landmark,-0.4149427,116.9911145
Tugu Adipura Mojosari,Jawa Timur,Mojokerto,Tugu Adipura Mojosari Mojokerto,"-7.5180536,112.5579131",Landmark,-7.5180536,112.5579131
Tugu Adipura Nganjuk Kota,Jawa Timur,Nganjuk,Tugu Adipura Nganjuk Kota Nganjuk,"-7.5994031,111.9000574",Landmark,-7.5994031,111.9000574
Tugu Adipura Rembang,Jawa Tengah,Rembang,Tugu Adipura Rembang Rembang,"-6.7042396,111.3420286",Landmark,-6.7042396,111.3420286
Tugu Adipura Tanjungbalai,Sumatera Utara,Tanjungbalai,Tugu Adipura Tanjungbalai Tanjungbalai,"2.9588838,99.7999812",Landmark,2.9588838,99.7999812
Tugu Adipura Trenggalek,Jawa Timur,Trenggalek,Tugu Adipura Trenggalek Trenggalek,"-8.0483186,111.7093052",Landmark,-8.0483186,111.7093052
Tugu Adipura,Sumatera Barat,Payakumbuh,Tugu Adipura Payakumbuh,"-0.2245258,100.631893",Landmark,-0.2245258,100.631893
Tugu Air,Nusa Tenggara Timur,Sikka,Tugu Air Sikka,"-8.5442744,122.0878558",Landmark,-8.5442744,122.0878558
Tugu Air Bangis,Sumatera Barat,Pasaman Barat,Tugu Air Bangis Pasaman Barat,"0.2152465,99.3660691",Landmark,0.2152465,99.3660691
Tugu Air Mancur Rumah Gub Sumbar,Sumatera Barat,Padang,Tugu Air Mancur Rumah Gub Sumbar Padang,"-0.9385858,100.3614935",Landmark,-0.9385858,100.3614935
TUGU ANTRIDA,Lampung,Tulang Bawang,TUGU ANTRIDA Tulang Bawang,"-4.2854489,105.2991934",Landmark,-4.2854489,105.2991934
Tugu Anugerah Adipura,Kalimantan Selatan,Hulu Sungai Tengah,Tugu Anugerah Adipura Hulu Sungai Tengah,"-2.587555,115.3753234",Landmark,-2.587555,115.3753234
Tugu Api Pancasila,DKI Jakarta,Jakarta Timur,Tugu Api Pancasila Jakarta Timur,"-6.3020593,106.8898541",Landmark,-6.3020593,106.8898541
Tugu Arun,Aceh,Lhokseumawe,Tugu Arun Lhokseumawe,"5.2191157,97.0488637",Landmark,5.2191157,97.0488637
Tugu Asem Pendek,Jawa Barat,Kabupaten Cirebon,Tugu Asem Pendek Kabupaten Cirebon,"-6.7182354,108.4853645",Landmark,-6.7182354,108.4853645
TUGU ASMAULHUSNA CIGADUNG,Banten,Pandeglang,TUGU ASMAULHUSNA CIGADUNG Pandeglang,"-6.284673,106.1177822",Landmark,-6.284673,106.1177822
Tugu Babiola,Sumatera Barat,Pesisir Selatan,Tugu Babiola Pesisir Selatan,"-1.3395679,100.5808602",Landmark,-1.3395679,100.5808602
Tugu Bakti Muda,Jawa Tengah,Wonogiri,Jl Pelang Giriwarno Kec Girimarto Kabupaten Wonogiri Jawa Tengah,"-7.7625939,111.0726518",Landmark,-7.7625939,111.0726518
Tugu Baleendah,Jawa Barat,Kabupaten Bandung,Tugu Baleendah Kabupaten Bandung,"-7.0082334,107.6261833",Landmark,-7.0082334,107.6261833
Tugu Bambu,Jawa Barat,Jawa,Tugu Bambu Jawa,"-6.2704086,107.1156082",Landmark,-6.2704086,107.1156082
Tugu Bambu Pringsewu,Lampung,Pringsewu,Tugu Bambu Pringsewu Pringsewu,"-5.3721346,105.0120469",Landmark,-5.3721346,105.0120469
Tugu Bambu Runcing,Riau,Pekanbaru,Tugu Bambu Runcing Pekanbaru,"0.5253175,101.4526301",Landmark,0.5253175,101.4526301
Tugu Bank Aceh Kota Subulussalam,Aceh,Subulussalam,Tugu Bank Aceh Kota Subulussalam Subulussalam,"2.642313,98.0021953",Landmark,2.642313,98.0021953
Tugu Bank Indonesia,Kalimantan Barat,Sintang,Tugu Bank Indonesia Sintang,"0.0696699,111.4963925",Landmark,0.0696699,111.4963925
Tugu Banndeng Pati,Jawa Tengah,Pati,Tugu Banndeng Pati Pati,"-6.778982,110.9927805",Landmark,-6.778982,110.9927805
Tugu Batas Bantan,Riau,Bengkalis,Tugu Batas Bantan Bengkalis,"1.4949532,102.142475",Landmark,1.4949532,102.142475
TUGU BATAS CANGGUKOTA BESI,Lampung,Lampung Barat,TUGU BATAS CANGGUKOTA BESI Lampung Barat,"-5.0243798,104.1720588",Landmark,-5.0243798,104.1720588
TUGU BATAS CANGGUPEKON BALAK,Lampung,Lampung Barat,TUGU BATAS CANGGUPEKON BALAK Lampung Barat,"-5.0157856,104.1654962",Landmark,-5.0157856,104.1654962
Tugu Batas Desa Patemon  Bojongsari,Jawa Tengah,Purbalingga,Tugu Batas Desa Patemon  Bojongsari Purbalingga,"-7.3526277,109.3565734",Landmark,-7.3526277,109.3565734
TUGU BATAS DUSUN MC BAJI,Sulawesi Selatan,Sulawesi,TUGU BATAS DUSUN MC BAJI Sulawesi,"-5.5291666,119.6353692",Landmark,-5.5291666,119.6353692
tugu batas kecamatan,Kalimantan Tengah,Murung Raya,tugu batas kecamatan Murung Raya,"-0.6266769,114.5507647",Landmark,-0.6266769,114.5507647
Tugu Batas Kota Cirebon,Jawa Barat,Kabupaten Cirebon,Jalan Laut Arafuru,"-6.7210406,108.5464354",Landmark,-6.7210406,108.5464354
Tugu batas Stan,Daerah Istimewa Yogyakarta,Sleman,Tugu batas Stan  Sleman,"-7.7604908,110.4329147",Landmark,-7.7604908,110.4329147
Tugu Batas Wilayah Kota Bekasi dan Kab Bekasi,Jawa Barat,Bekasi,Tugu Batas Wilayah Kota Bekasi dan Kab Bekasi Bekasi,"-6.2044792,107.0328187",Landmark,-6.2044792,107.0328187
Tugu Batik Rembang,Jawa Tengah,Rembang,Tugu Batik Rembang Rembang,"-6.710398,111.3415643",Landmark,-6.710398,111.3415643
Tugu Bawang,Riau,Bengkalis,Tugu Bawang Bengkalis,"1.4914304,102.089593",Landmark,1.4914304,102.089593
Tugu Belopa,Sulawesi Selatan,Sulawesi,Tugu Belopa Sulawesi,"-3.4048152,120.3563426",Landmark,-3.4048152,120.3563426
Tugu Bendo,Jawa Tengah,Sukoharjo,Tugu Bendo Sukoharjo,"-7.6068547,110.8703518",Landmark,-7.6068547,110.8703518
Tugu Benteng Pancasila,Jawa Barat,Subang,Tugu Benteng Pancasila Subang,"-6.5725012,107.7609511",Landmark,-6.5725012,107.7609511
Tugu Beradat,Riau,Rokan Hulu,Tugu Beradat Rokan Hulu,"1.0803956,100.5376111",Landmark,1.0803956,100.5376111
Tugu Bersatu,Riau,Kampar,Tugu Bersatu Kampar,"0.2411581,101.3006166",Landmark,0.2411581,101.3006166
Tugu Bhineka Tunggal Ika,Daerah Istimewa Yogyakarta,Sleman,Tugu Bhineka Tunggal Ika Sleman,"-7.8072209,110.4619474",Landmark,-7.8072209,110.4619474
Tugu Bina Baru,Riau,Kampar,Tugu Bina Baru Kampar,"0.2315047,101.2605879",Landmark,0.2315047,101.2605879
Tugu Binarundak,Sulawesi Utara,Kotamobagu,Tugu Binarundak Kotamobagu,"0.7177754,124.3218389",Landmark,0.7177754,124.3218389
Tugu Bondokapaka,Nusa Tenggara Timur,Sumba Barat,Tugu Bondokapaka Sumba Barat,"-9.4937844,119.4239189",Landmark,-9.4937844,119.4239189
Tugu Boto,Jawa Tengah,Karanganyar,Tugu Boto Karanganyar,"-7.5328799,110.7916127",Landmark,-7.5328799,110.7916127
Tugu Botol Kecap,Jawa Barat,Majalengka,Tugu Botol Kecap Majalengka,"-6.8335908,108.2445338",Landmark,-6.8335908,108.2445338
TUGU BRI,Jawa Tengah,Cilacap,TUGU BRI Cilacap,"-7.2989366,108.7585464",Landmark,-7.2989366,108.7585464
Tugu Bubur Ayam,Jawa Barat,Cianjur,Tugu Bubur Ayam Cianjur,"-6.7508056,107.0469594",Landmark,-6.7508056,107.0469594
Tugu Bumi Gora,Nusa Tenggara Barat,Mataram,Tugu Bumi Gora,"-8.5320268,118.6882218",Landmark,-8.5320268,118.6882218
Tugu Bundaran KB,Kalimantan Tengah,Kotawaringin Timur,Tugu Bundaran KB Kotawaringin Timur,"-2.5704992,112.9505133",Landmark,-2.5704992,112.9505133
Tugu Bundaran Simpang Dado Pasar Buah Kota Jambi,Jambi,Jambi,Tugu Bundaran Simpang Dado Pasar Buah Kota Jambi Jambi,"-1.5932203,103.6171043",Landmark,-1.5932203,103.6171043
Tugu Bunderan Stainless UNYKuningan,Daerah Istimewa Yogyakarta,Sleman,Tugu Bunderan Stainless UNYKuningan Sleman,"-7.7725325,110.3827261",Landmark,-7.7725325,110.3827261
Tugu Burung Enggang,Kalimantan Selatan,Hulu Sungai Tengah,Tugu Burung Enggang Hulu Sungai Tengah,"-2.5940416,115.3708171",Landmark,-2.5940416,115.3708171
Tugu Burung Enggang Pasar Panas Perbatasan KalselKalteng,Kalimantan Tengah,Barito Timur,Tugu Burung Enggang Pasar Panas Perbatasan KalselKalteng Barito Timur,"-2.1982417,115.2402817",Landmark,-2.1982417,115.2402817
Tugu Carano,Riau,Kuantan Singingi,Tugu Carano Kuantan Singingi,"-0.5197354,101.5331787",Landmark,-0.5197354,101.5331787
Tugu Cawan Persaudaraan,Maluku,Ambon,Tugu Cawan Persaudaraan Ambon,"-3.6968958,128.2856132",Landmark,-3.6968958,128.2856132
Tugu Cembengan,Jawa Tengah,Surakarta,Tugu Cembengan Surakarta,"-7.5577384,110.8475468",Landmark,-7.5577384,110.8475468
Tugu Cengkeh,Maluku Utara,Ternate,Tugu Cengkeh Ternate,"0.7609941,127.3121614",Landmark,0.7609941,127.3121614
Tugu Cinta Damai,Kalimantan Utara,Bulungan,Tugu Cinta Damai Bulungan,"2.8559633,117.3633277",Landmark,2.8559633,117.3633277
Tugu Darussalam,Aceh,Banda Aceh,Tugu Darussalam Banda Aceh,"5.5720598,95.3699403",Landmark,5.5720598,95.3699403
Tugu Dawe,Jawa Tengah,Kudus,Tugu Dawe Kudus,"-6.7373341,110.8663055",Landmark,-6.7373341,110.8663055
Tugu Desa Kelawat,Riau,Indragiri Hulu,Tugu Desa Kelawat Indragiri Hulu,"-0.395242,102.2207443",Landmark,-0.395242,102.2207443
Tugu Desa Wisata Diro,Daerah Istimewa Yogyakarta,Sendangmulyo,Tugu Desa Wisata Diro Sendangmulyo,"-7.7352982,110.2317116",Landmark,-7.7352982,110.2317116
Tugu Diponegoro Karanggede,Jawa Tengah,Boyolali,Tugu Diponegoro Karanggede Boyolali,"-7.3606435,110.6396981",Landmark,-7.3606435,110.6396981
Tugu Djalan Pedati,Jawa Barat,Subang,Tugu Djalan Pedati Subang,"-6.7798366,107.7091987",Landmark,-6.7798366,107.7091987
Tugu Dodol Kandangan,Kalimantan Selatan,Hulu Sungai Selatan,Tugu Dodol Kandangan Hulu Sungai Selatan,"-2.7862849,115.2658655",Landmark,-2.7862849,115.2658655
Tugu Durian,Sumatera Utara,Gunungsitoli,Tugu Durian Gunungsitoli,"1.2922979,97.6199372",Landmark,1.2922979,97.6199372
Tugu Durian Biih,Kalimantan Selatan,Banjar,Tugu Durian Biih Banjar,"-3.4147957,114.958666",Landmark,-3.4147957,114.958666
Tugu Dwikora,Kalimantan Utara,Nunukan,Tugu Dwikora Nunukan,"4.1408956,117.6508431",Landmark,4.1408956,117.6508431
Tugu Eks Markas Divisi IV ALRI Jelatang,Kalimantan Selatan,Hulu Sungai Selatan,Tugu Eks Markas Divisi IV ALRI Jelatang Hulu Sungai Selatan,"-2.8380134,115.2929762",Landmark,-2.8380134,115.2929762
Tugu Ela Mego,Nusa Tenggara Timur,Sikka,Tugu Ela Mego Sikka,"-8.711909,122.0773718",Landmark,-8.711909,122.0773718
Tugu Empat Marga,Lampung,Tulang Bawang Barat,Tugu Empat Marga Tulang Bawang Barat,"-4.4874864,105.1060255",Landmark,-4.4874864,105.1060255
Tugu Equator Pangkalan Lesung,Riau,Pelalawan,Tugu Equator Pangkalan Lesung Pelalawan,"-0.0002986,102.1100378",Landmark,-0.0002986,102.1100378
Tugu FKH  FaPet,Daerah Istimewa Yogyakarta,Sleman,Tugu FKH  FaPet Sleman,"-7.7679392,110.3850982",Landmark,-7.7679392,110.3850982
Tugu FTZ,Kepulauan Riau,Bintan,Tugu FTZ Bintan,"1.1179301,104.6134123",Landmark,1.1179301,104.6134123
Tugu Gada Rujak Polo,Jawa Tengah,Purwokerto,Tugu Gada Rujak Polo Purwokerto,"-7.423933,109.223425",Landmark,-7.423933,109.223425
Tugu Gajah,Bengkulu,Bengkulu Utara,Tugu Gajah Bengkulu Utara,"-3.2385554,101.6206683",Landmark,-3.2385554,101.6206683
Tugu Ganesha,Bengkulu,Bengkulu Utara,Tugu Ganesha Bengkulu Utara,"-3.1665352,101.7134763",Landmark,-3.1665352,101.7134763
Tugu Gapensi,Papua Barat,Fakfak,Tugu Gapensi,"-2.9275824,132.3040318",Landmark,-2.9275824,132.3040318
Tugu Garuda,Jawa Tengah,Jepara,Tugu Garuda Jepara,"-6.5906189,110.6673444",Landmark,-6.5906189,110.6673444
TUGU GARUDA,Lampung,Tulang Bawang,TUGU GARUDA Tulang Bawang,"-4.4965023,105.2414038",Landmark,-4.4965023,105.2414038
Tugu Gatotkaca Cisontrol,Jawa Barat,Ciamis,Tugu Gatotkaca Cisontrol Ciamis,"-7.2185846,108.5116616",Landmark,-7.2185846,108.5116616
Tugu Gelas PsModern,Jawa Barat,Jawa,Jl Harapan Indah Bulevard,"-6.1700261,106.9746125",Landmark,-6.1700261,106.9746125
Tugu Gemerlang,Lampung,Metro,Tugu Gemerlang Metro,"-5.1162674,105.3097812",Landmark,-5.1162674,105.3097812
Tugu Gempa Padang,Sumatera Barat,Padang,Tugu Gempa Padang Padang,"-0.956299,100.3564109",Landmark,-0.956299,100.3564109
Tugu Gerdu Laut,Jawa Timur,Tuban,Tugu Gerdu Laut Tuban,"-6.8868998,112.0524298",Landmark,-6.8868998,112.0524298
Tugu Gerilya Jendral Sudirman,Jawa Timur,Madiun,Tugu Gerilya Jendral Sudirman Madiun,"-7.7825989,111.7118946",Landmark,-7.7825989,111.7118946
Tugu Gong Sibolong,Jawa Barat,Depok,Tugu Gong Sibolong Depok,"-6.3686191,106.8081231",Landmark,-6.3686191,106.8081231
Tugu Gula Habang,Kalimantan Selatan,Balangan,Tugu Gula Habang Balangan,"-2.3403943,115.3764151",Landmark,-2.3403943,115.3764151
Tugu Hari Jadi Kota Pelaihari,Kalimantan Selatan,Tanah Laut,Tugu Hari Jadi Kota Pelaihari Tanah Laut,"-3.7902156,114.7757861",Landmark,-3.7902156,114.7757861
Tugu Haruai,Kalimantan Selatan,Tabalong,Tugu Haruai Tabalong,"-2.0164466,115.5098046",Landmark,-2.0164466,115.5098046
Tugu Haurgeulis,Jawa Barat,Indramayu,Tugu Haurgeulis Indramayu,"-6.4589963,107.9436578",Landmark,-6.4589963,107.9436578
Tugu Hiu,Bengkulu,Bengkulu,Tugu Hiu Bengkulu,"-3.7666283,102.3108886",Landmark,-3.7666283,102.3108886
Tugu Hombo Batu,Sumatera Utara,Nias Selatan,Tugu Hombo Batu Nias Selatan,"0.5681137,97.819162",Landmark,0.5681137,97.819162
Tugu Ibukota Kabupaten,Sulawesi Utara,Sulawesi,Tugu Ibukota Kabupaten Sulawesi,"3.9994517,126.6777875",Landmark,3.9994517,126.6777875
Tugu Ikan,Jambi,Bungo,Tugu Ikan Bungo,"-1.5563122,102.1791467",Landmark,-1.5563122,102.1791467
Tugu Ikan Kelabau,Kalimantan Selatan,Banjarmasin,Tugu Ikan Kelabau Banjarmasin,"-3.3235917,114.5890507",Landmark,-3.3235917,114.5890507
Tugu Ikan Patin,Riau,Indragiri Hulu,Tugu Ikan Patin Indragiri Hulu,"-0.3894411,102.4426683",Landmark,-0.3894411,102.4426683
Tugu Ikan Todak,Kalimantan Selatan,Kotabaru,Tugu Ikan Todak Kotabaru,"-3.3374158,116.1673227",Landmark,-3.3374158,116.1673227
Tugu Institut Teknologi Indonesia,Banten,Tangerang Selatan,Jalan Puspiptek,"-6.3441192,106.6759687",Landmark,-6.3441192,106.6759687
Tugu Ireng,Jawa Tengah,Karanganyar,Tugu Ireng Karanganyar,"-7.5265232,110.8567544",Landmark,-7.5265232,110.8567544
Tugu Itik Alabio,Kalimantan Selatan,Hulu Sungai Utara,Tugu Itik Alabio Hulu Sungai Utara,"-2.4197927,115.2529706",Landmark,-2.4197927,115.2529706
Tugu Jala Uden,Sumatera Utara,Samosir,Tugu Jala Uden Samosir,"2.6780183,98.6908746",Landmark,2.6780183,98.6908746
Tugu Jam,Sulawesi Utara,Bitung,Tugu Jam Bitung,"1.4443533,125.1904451",Landmark,1.4443533,125.1904451
Tugu Jam MH Thamrin,DKI Jakarta,Daerah Khusus ibukota Jakarta,Tugu Jam MH Thamrin Daerah Khusus ibukota Jakarta,"-6.1833143,106.8230255",Landmark,-6.1833143,106.8230255
Tugu Jam Selorejo,Jawa Tengah,Wonogiri,Tugu Jam Selorejo Wonogiri,"-7.7641363,111.0800619",Landmark,-7.7641363,111.0800619
