nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Tugu Jam UII,Daerah Istimewa Yogyakarta,Sleman,Tugu Jam UII Sleman,"-7.6875271,110.4157859",Landmark,-7.6875271,110.4157859
Tugu Jayastambha,Jawa Timur,Nganjuk,Tugu Jayastambha Nganjuk,"-7.6060827,111.9002528",Landmark,-7.6060827,111.9002528
Tugu Jeruk,Sumatera Utara,Karo,Tugu Jeruk Karo,"3.205478,98.5379507",Landmark,3.205478,98.5379507
Tugu Jong Sumatranen Bond,Sumatera Barat,Padang,Tugu Jong Sumatranen Bond Padang,"-0.9563406,100.3565872",Landmark,-0.9563406,100.3565872
Tugu Juang Nanga Pinoh,Kalimantan Barat,Melawi,Tugu Juang Nanga Pinoh Melawi,"-0.3332476,111.7382399",Landmark,-0.3332476,111.7382399
Tugu Jukung Bundaran Kayutangi,Kalimantan Selatan,Banjarmasin,Tugu Jukung Bundaran Kayutangi Banjarmasin,"-3.2893717,114.5894945",Landmark,-3.2893717,114.5894945
Tugu Kabupaten Tangerang,Banten,Kabupaten Tangerang,Tugu Kabupaten Tangerang Kabupaten Tangerang,"-6.2252368,106.5061332",Landmark,-6.2252368,106.5061332
Tugu Kakao Pantai Ria Kolaka Cocoa City,Sulawesi Tenggara,Kolaka,Tugu Kakao Pantai Ria Kolaka Cocoa City Kolaka,"-4.0556712,121.5877335",Pantai,-4.0556712,121.5877335
Tugu kakap raya,Daerah Istimewa Yogyakarta,Sleman,Tugu kakap raya Sleman,"-7.7399044,110.4084816",Landmark,-7.7399044,110.4084816
Tugu Kampung Pandai Besi,Jawa Barat,Kabupaten Bandung,Jalan Sukarame Sukamahi,"-7.0871842,107.4660412",Landmark,-7.0871842,107.4660412
Tugu Karangasem,Daerah Istimewa Yogyakarta,Sleman,Tugu Karangasem Sleman,"-7.7514727,110.4125045",Landmark,-7.7514727,110.4125045
Tugu Kartasura,Jawa Tengah,Sukoharjo,Tugu Kartasura Sukoharjo,"-7.5503964,110.7367644",Landmark,-7.5503964,110.7367644
tugu kartini,Jawa Timur,Kelurahan Kepatihan,tugu kartini Kelurahan Kepatihan,"-8.2124418,114.3778214",Landmark,-8.2124418,114.3778214
Tugu Kartonyono,Jawa Timur,Ngawi,Tugu Kartonyono Ngawi,"-7.4107521,111.4433315",Landmark,-7.4107521,111.4433315
Tugu Kasongan,Daerah Istimewa Yogyakarta,Bantul,Tugu Kasongan Bantul,"-7.8450809,110.3349721",Landmark,-7.8450809,110.3349721
Tugu KB,Kalimantan Selatan,Banjarmasin,Tugu KB Banjarmasin,"-3.319017,114.5894199",Landmark,-3.319017,114.5894199
TUGU KB,Lampung,Lampung Barat,TUGU KB Lampung Barat,"-5.0995561,104.1984451",Landmark,-5.0995561,104.1984451
Tugu Kemandoran,Jawa Barat,Bekasi,Tugu Kemandoran Bekasi,"-6.2600037,106.984237",Landmark,-6.2600037,106.984237
Tugu Kepri,Kepulauan Riau,Batam,Tugu Kepri Batam,"1.1300506,104.0530595",Landmark,1.1300506,104.0530595
Tugu Keran,Nusa Tenggara Timur,Sikka,Dusun Magepanda,"-8.5499963,122.0467142",Landmark,-8.5499963,122.0467142
Tugu Keris,Jawa Tengah,Boyolali,Tugu Keris Boyolali,"-7.552447,110.6255168",Landmark,-7.552447,110.6255168
TUGU KESERASIAN,Nusa Tenggara Timur,Sumba Barat Daya,TUGU KESERASIAN Sumba Barat Daya,"-9.4372809,119.2547729",Landmark,-9.4372809,119.2547729
Tugu Khatulistiwa,Kalimantan Tengah,Murung Raya,Tugu Khatulistiwa Murung Raya,"-0.0002736,114.3334267",Landmark,-0.0002736,114.3334267
Tugu Khatulistiwa  Equator Monument,Kalimantan Barat,Pontianak,Tugu Khatulistiwa  Equator Monument Pontianak,"0.0009066,109.3221509",Landmark,0.0009066,109.3221509
Tugu Khatulistiwa Santan Ulu,Kalimantan Timur,Kutai Kartanegara,Tugu Khatulistiwa Santan Ulu Kutai Kartanegara,"-7.12e-05,117.36327",Landmark,-7.12E-05,117.36327
Tugu Kijang,Kalimantan Selatan,Kotabaru,Tugu Kijang Kotabaru,"-3.201707,115.9971042",Landmark,-3.201707,115.9971042
Tugu Kirab,Sulawesi Tenggara,Baubau,Tugu Kirab Baubau,"-5.4620469,122.6019748",Landmark,-5.4620469,122.6019748
TUGU KLEGO,Jawa Tengah,Boyolali,TUGU KLEGO Boyolali,"-7.3557091,110.6916454",Landmark,-7.3557091,110.6916454
Tugu KM  Utara Miangas,Sulawesi Utara,Kepulauan Sangihe,Tugu KM  Utara Miangas Kepulauan Sangihe,"5.5500698,126.5779964",Landmark,5.5500698,126.5779964
Tugu Kodim  Bukit Barisan,Riau,Bengkalis,Tugu Kodim  Bukit Barisan Bengkalis,"1.4294358,101.1766577",Landmark,1.4294358,101.1766577
Tugu Kodim  Bukit Barisan,Riau,Rokan Hilir,Tugu Kodim  Bukit Barisan Rokan Hilir,"1.5491824,101.1775333",Landmark,1.5491824,101.1775333
Tugu Koperasi,Sulawesi Selatan,Sulawesi,Tugu Koperasi Sulawesi,"-5.65786,119.7272704",Landmark,-5.65786,119.7272704
Tugu Kota Pasuruan,Jawa Timur,Kota Pasuruan,Tugu Kota Pasuruan Kota Pasuruan,"-7.6419326,112.9066795",Landmark,-7.6419326,112.9066795
Tugu Kota Tangerang Selatan,Banten,Tangerang Selatan,Tugu Kota Tangerang Selatan Tangerang Selatan,"-6.3180295,106.6803449",Landmark,-6.3180295,106.6803449
Tugu Kujang,Jawa Barat,Bogor,Tugu Kujang Bogor,"-6.6014214,106.8050561",Landmark,-6.6014214,106.8050561
Tugu Kuning,Lampung,Tulang Bawang,Tugu Kuning Tulang Bawang,"-4.2954996,105.2304038",Landmark,-4.2954996,105.2304038
Tugu Lampu Gentur,Jawa Barat,Cianjur,Tugu Lampu Gentur Cianjur,"-6.8146773,107.1318285",Landmark,-6.8146773,107.1318285
Tugu Lapulu,Sulawesi Tenggara,Kendari,Tugu Lapulu Kendari,"-3.9819724,122.5838731",Landmark,-3.9819724,122.5838731
Tugu Latsitarda Trenggalek,Jawa Timur,Trenggalek,Tugu Latsitarda Trenggalek Trenggalek,"-8.0553692,111.7083222",Landmark,-8.0553692,111.7083222
Tugu Lawet Kebumen,Jawa Tengah,Kebumen,Tugu Lawet Kebumen Kebumen,"-7.6708648,109.6609063",Landmark,-7.6708648,109.6609063
Tugu Lembuswana,Kalimantan Timur,Kutai Kartanegara,Tugu Lembuswana Kutai Kartanegara,"-0.1921764,116.8793629",Landmark,-0.1921764,116.8793629
Tugu Lilin,Jawa Tengah,Surakarta,Tugu Lilin Surakarta,"-7.5676663,110.7838034",Landmark,-7.5676663,110.7838034
Tugu Lilin Baturan,Jawa Tengah,Karanganyar,Tugu Lilin Baturan Karanganyar,"-7.5445049,110.784225",Landmark,-7.5445049,110.784225
Tugu Lilin Kaligawe,Jawa Tengah,Klaten,Tugu Lilin Kaligawe Klaten,"-7.6690363,110.7139113",Landmark,-7.6690363,110.7139113
Tugu Lonsum,Jawa Barat,Kabupaten Bandung,Tugu Lonsum Kabupaten Bandung,"-7.2307262,107.6572803",Landmark,-7.2307262,107.6572803
Tugu LumbaLumba,Riau,Rokan Hilir,Tugu LumbaLumba Rokan Hilir,"2.0874185,100.6521157",Landmark,2.0874185,100.6521157
Tugu Macan Dahan,Kalimantan Timur,Kutai Barat,Tugu Macan Dahan Kutai Barat,"-0.2305924,115.7021519",Landmark,-0.2305924,115.7021519
TUGU MACAN SIMO,Jawa Tengah,Boyolali,TUGU MACAN SIMO Boyolali,"-7.43926,110.6782052",Landmark,-7.43926,110.6782052
Tugu Makam Raja Silahisabungan,Sumatera Utara,Dairi,Tugu Makam Raja Silahisabungan Dairi,"2.8126678,98.5283464",Landmark,2.8126678,98.5283464
Tugu Mamaos,Jawa Barat,Cianjur,Tugu Mamaos Cianjur,"-6.8446044,107.1262387",Landmark,-6.8446044,107.1262387
Tugu Mandiri,Sulawesi Selatan,Makassar,Tugu Mandiri Makassar,"-5.1318482,119.4052736",Landmark,-5.1318482,119.4052736
Tugu Manggis,DKI Jakarta,Daerah Khusus ibukota Jakarta,Tugu Manggis Daerah Khusus ibukota Jakarta,"-6.1880694,106.7834704",Landmark,-6.1880694,106.7834704
Tugu Mangkok Pancasila,Jawa Tengah,Karanganyar,Tugu Mangkok Pancasila Karanganyar,"-7.5295863,110.7757526",Landmark,-7.5295863,110.7757526
Tugu Manunggal,Sumatera Barat,Tanah Datar,Tugu Manunggal Tanah Datar,"-0.4638187,100.5530066",Landmark,-0.4638187,100.5530066
Tugu Manunggal Utara,Jawa Timur,Tuban,Tugu Manunggal Utara Tuban,"-6.8970317,112.0796219",Landmark,-6.8970317,112.0796219
Tugu Marmer Plesungan,Jawa Tengah,Karanganyar,Tugu Marmer Plesungan Karanganyar,"-7.5284983,110.8483672",Landmark,-7.5284983,110.8483672
Tugu Memorial Syuhada Haji  Colombo,Kalimantan Selatan,Banjarbaru,Tugu Memorial Syuhada Haji  Colombo Banjarbaru,"-3.4425671,114.7406316",Landmark,-3.4425671,114.7406316
Tugu Menara,Sulawesi Tenggara,Kendari,Tugu Menara Kendari,"-3.9617986,122.5196734",Landmark,-3.9617986,122.5196734
Tugu Menggeris,Kalimantan Utara,Tana Tidung,Tugu Menggeris Tana Tidung,"3.6095603,116.9090535",Landmark,3.6095603,116.9090535
Tugu Meriam Tanjung Rejo,Lampung,Way Kanan,Tugu Meriam Tanjung Rejo Way Kanan,"-4.5372211,104.7031255",Landmark,-4.5372211,104.7031255
Tugu Mini Monas,Kalimantan Timur,Kutai Kartanegara,Tugu Mini Monas Kutai Kartanegara,"-0.3029443,117.4433666",Landmark,-0.3029443,117.4433666
Tugu Modang,Kalimantan Timur,Paser,Tugu Modang Paser,"-1.7451816,116.1300708",Landmark,-1.7451816,116.1300708
Tugu Monas Ketawang,Jawa Timur,Kabupaten Kediri,Tugu Monas Ketawang Kabupaten Kediri,"-7.66303,112.1173509",Landmark,-7.66303,112.1173509
Tugu Monas Mentulik,Riau,Kampar,Tugu Monas Mentulik Kampar,"0.2001791,101.4750497",Landmark,0.2001791,101.4750497
Tugu Monumen Linggang Bigung,Kalimantan Timur,Kutai Barat,Tugu Monumen Linggang Bigung Kutai Barat,"-0.1455148,115.6250144",Landmark,-0.1455148,115.6250144
Tugu Muda,Jawa Tengah,Kota Semarang,Tugu Muda Kota Semarang,"-6.98431,110.4093194",Landmark,-6.98431,110.4093194
Tugu Munajat,Sulawesi Tenggara,Bombana,Tugu Munajat Bombana,"-4.7635926,122.0347395",Landmark,-4.7635926,122.0347395
TUGU NANAS,Sumatera Selatan,Prabumulih,TUGU NANAS Prabumulih,"-3.4611891,104.1842931",Landmark,-3.4611891,104.1842931
Tugu Naruto,Kalimantan Barat,Melawi,Tugu Naruto Melawi,"-0.3450396,111.7476762",Landmark,-0.3450396,111.7476762
Tugu Nelayan,Kalimantan Selatan,Kotabaru,Tugu Nelayan Kotabaru,"-3.2413935,116.2289271",Landmark,-3.2413935,116.2289271
Tugu Nelayan Kp Melayu,Kepulauan Riau,Batam,Tugu Nelayan Kp Melayu Batam,"1.1395798,104.1402473",Landmark,1.1395798,104.1402473
Tugu Nol Kilometer,Aceh,Sabang,Tugu Nol Kilometer Sabang,"5.9059272,95.2168533",Landmark,5.9059272,95.2168533
Tugu Noreh Karet Simpang Pinoh,Kalimantan Barat,Sintang,Tugu Noreh Karet Simpang Pinoh Sintang,"-0.0255746,111.449455",Landmark,-0.0255746,111.449455
Tugu Otto Kobak,Papua Pegunungan,Yahukimo,Tugu Otto Kobak Yahukimo,"-4.8642103,139.4871212",Landmark,-4.8642103,139.4871212
Tugu Padangan,Jawa Tengah,Klaten,Tugu Padangan Klaten,"-7.6350729,110.7220628",Landmark,-7.6350729,110.7220628
Tugu Pahlawan,Lampung,Bandar Lampung,Tugu Pahlawan Bandar Lampung,"-5.4087421,105.2575202",Landmark,-5.4087421,105.2575202
TUGU PAHLAWAN,Daerah Istimewa Yogyakarta,Lumbungrejo,TUGU PAHLAWAN Lumbungrejo,"-7.6536613,110.3257594",Landmark,-7.6536613,110.3257594
tugu pahlawan,Sulawesi Selatan,Makassar,tugu pahlawan Makassar,"-5.161651,119.4172452",Landmark,-5.161651,119.4172452
Tugu Pahlawan Kencana,Kalimantan Selatan,Banjarbaru,Tugu Pahlawan Kencana Banjarbaru,"-3.4428898,114.7420035",Landmark,-3.4428898,114.7420035
Tugu Pahlawan Tanpa Tanda Jasa TH NENOTEK,Nusa Tenggara Timur,Kupang,Tugu Pahlawan Tanpa Tanda Jasa TH NENOTEK Kupang,"-10.2304944,123.6066039",Landmark,-10.2304944,123.6066039
Tugu Pakah,Jawa Timur,Gesing,Tugu Pakah Gesing,"-6.9820666,112.1138449",Landmark,-6.9820666,112.1138449
Tugu Pal Gamping,Daerah Istimewa Yogyakarta,Sleman,Tugu Pal Gamping Sleman,"-7.8002901,110.3259596",Landmark,-7.8002901,110.3259596
Tugu Pal Putih Jogya,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Jalan Jenderal Sudirman,"-7.7828215,110.367065",Landmark,-7.7828215,110.367065
Tugu Palam,Kalimantan Selatan,Banjarbaru,Tugu Palam Banjarbaru,"-3.4614215,114.8110689",Landmark,-3.4614215,114.8110689
Tugu Pamahanunusa,Maluku,Maluku Tengah,Tugu Pamahanunusa Maluku Tengah,"-3.3053616,128.960156",Landmark,-3.3053616,128.960156
Tugu Pamulang,Banten,Tangerang Selatan,Tugu Pamulang Tangerang Selatan,"-6.3441931,106.7362044",Landmark,-6.3441931,106.7362044
Tugu Pan Balang Tamak,Bali,Jembrana,Tugu Pan Balang Tamak Jembrana,"-8.3571221,114.6215265",Landmark,-8.3571221,114.6215265
Tugu Pancakarsa,Jawa Barat,Kab Bogor,Tugu Pancakarsa Kab Bogor,"-6.5325686,106.853199",Landmark,-6.5325686,106.853199
Tugu Pancasila,Lampung,Tanggamus,Tugu Pancasila Tanggamus,"-5.4379549,104.7183022",Landmark,-5.4379549,104.7183022
Tugu Pandanwangi,Jawa Barat,Cianjur,Tugu Pandanwangi Cianjur,"-6.8446891,107.120625",Landmark,-6.8446891,107.120625
Tugu Panua,Gorontalo,Pohuwato,Tugu Panua Pohuwato,"0.4587749,121.9475394",Landmark,0.4587749,121.9475394
Tugu Pasang Sona Naumang,Nusa Tenggara Timur,Alor,Tugu Pasang Sona Naumang Alor,"-8.2725307,125.0347795",Landmark,-8.2725307,125.0347795
Tugu Pasar Borobudur,Jawa Tengah,Magelang,Tugu Pasar Borobudur Magelang,"-7.6017864,110.2119313",Landmark,-7.6017864,110.2119313
Tugu Pasekan,Jawa Tengah,Boyolali,Tugu Pasekan Boyolali,"-7.5050833,110.6166966",Landmark,-7.5050833,110.6166966
Tugu Pawibili,Papua Barat Daya,Sorong,Tugu Pawibili Sorong,"-0.9479808,131.3371821",Landmark,-0.9479808,131.3371821
Tugu Payung Kab Barru,Sulawesi Selatan,Barru,Tugu Payung Kab Barru Barru,"-4.4088076,119.6200331",Landmark,-4.4088076,119.6200331
TUGU PDRI,Sumatera Barat,Lima Puluh Kota,TUGU PDRI Lima Puluh Kota,"-0.3339737,100.7327657",Landmark,-0.3339737,100.7327657
Tugu Pejuang,Jawa Timur,Banyuwangi,Tugu Pejuang Banyuwangi,"-8.2153257,114.3706282",Landmark,-8.2153257,114.3706282
Tugu Pejuang Nasional Aman Dimot,Aceh,Aceh Tengah,Tugu Pejuang Nasional Aman Dimot Aceh Tengah,"4.6216743,96.8464947",Landmark,4.6216743,96.8464947
TUGU PELAJAR SIMO,Jawa Tengah,Boyolali,TUGU PELAJAR SIMO Boyolali,"-7.4452147,110.678398",Landmark,-7.4452147,110.678398
Tugu Peletakan Batu Pertama Kota Kuala Kapuas,Kalimantan Tengah,Kapuas,Tugu Peletakan Batu Pertama Kota Kuala Kapuas Kapuas,"-3.0230981,114.3905202",Landmark,-3.0230981,114.3905202
Tugu Pelni,Kepulauan Bangka Belitung,Pangkalpinang,Tugu Pelni Pangkalpinang,"-2.1277623,106.1144474",Landmark,-2.1277623,106.1144474
Tugu Pemandengan,Jawa Tengah,Jawa,Tugu Pemandengan Jawa,"-7.5695399,110.8303035",Landmark,-7.5695399,110.8303035
Tugu Pemuda Sipakamase,Sulawesi Selatan,Parepare,Komp Pasar Ikan,"-4.0053177,119.6218719",Landmark,-4.0053177,119.6218719
Tugu Pemuda Tanpa Narkoba,Jawa Barat,Bogor,Tugu Pemuda Tanpa Narkoba Bogor,"-6.5635931,106.8105016",Landmark,-6.5635931,106.8105016
Tugu Pena Ceria,Lampung,Metro,Tugu Pena Ceria Metro,"-5.1141481,105.3060915",Landmark,-5.1141481,105.3060915
Tugu Pena Penanggalan,Aceh,Subulussalam,Tugu Pena Penanggalan Subulussalam,"2.6229837,98.0369781",Landmark,2.6229837,98.0369781
Tugu Pendaratan Pertama Jepang di Aceh,Aceh,Aceh Besar,Tugu Pendaratan Pertama Jepang di Aceh Aceh Besar,"5.6492821,95.4212527",Landmark,5.6492821,95.4212527
Tugu Pendidikan,Riau,Kuantan Singingi,Tugu Pendidikan Kuantan Singingi,"-0.531079,101.5639357",Landmark,-0.531079,101.5639357
Tugu Pengibar Bendera Kemerdekaan,Kalimantan Tengah,Kotawaringin Timur,Jln H Umar Hasyim kompleks H Umar Hasyim,"-2.8414791,112.9704479",Landmark,-2.8414791,112.9704479
Tugu Pensil,Daerah Istimewa Yogyakarta,Karangsari,Tugu Pensil Karangsari,"-7.8760586,110.2055924",Landmark,-7.8760586,110.2055924
Tugu perbatasan,Lampung,Lampung Barat,Tugu perbatasan Lampung Barat,"-4.9267974,103.8759074",Landmark,-4.9267974,103.8759074
TUGU PERBATASAN,Lampung,Lampung Barat,TUGU PERBATASAN Lampung Barat,"-5.0921785,104.1971415",Landmark,-5.0921785,104.1971415
tugu perbatasan,Lampung,Pesisir Barat,tugu perbatasan Pesisir Barat,"-4.921098,103.8467465",Landmark,-4.921098,103.8467465
Tugu Perbatasan,Riau,Siak,Tugu Perbatasan Siak,"0.9171137,102.0323603",Landmark,0.9171137,102.0323603
Tugu Perbatasan Garuda Perkasa,Kalimantan Utara,Nunukan,Tugu Perbatasan Garuda Perkasa Nunukan,"4.1621177,117.8803933",Landmark,4.1621177,117.8803933
Tugu Perbatasan Kota Banjar,Jawa Barat,Banjar,Tugu Perbatasan Kota Banjar Banjar,"-7.4157374,108.5473815",Landmark,-7.4157374,108.5473815
Tugu Perbatasan LobarLoteng,Nusa Tenggara Barat,Lombok Barat,Tugu Perbatasan LobarLoteng Lombok Barat,"-8.671582,116.1715669",Landmark,-8.671582,116.1715669
Tugu Perbatasan Pekanbaru,Riau,Pelalawan,Tugu Perbatasan Pekanbaru Pelalawan,"0.4651537,101.5899365",Landmark,0.4651537,101.5899365
Tugu Perbatasan Siak  Bengkalis,Riau,Bengkalis,Tugu Perbatasan Siak  Bengkalis Bengkalis,"1.1769143,102.1317716",Landmark,1.1769143,102.1317716
Tugu Perbatasan Sidadadi  Rangkasan,Jawa Tengah,Cilacap,Tugu Perbatasan Sidadadi  Rangkasan Cilacap,"-7.3919637,108.6901045",Landmark,-7.3919637,108.6901045
Tugu Perbatasan Tuban  Lamongan,Jawa Timur,Tuban,Tugu Perbatasan Tuban  Lamongan Tuban,"-6.9001609,112.170954",Landmark,-6.9001609,112.170954
Tugu Perdamaian,Maluku,Buru Selatan,Tugu Perdamaian Buru Selatan,"-3.6787683,127.0876958",Landmark,-3.6787683,127.0876958
Tugu Perdamaian JepangAustraliaIndonesia,Kalimantan Timur,Balikpapan,Tugu Perdamaian JepangAustraliaIndonesia Balikpapan,"-1.1641322,116.8792961",Landmark,-1.1641322,116.8792961
Tugu Peresmian Rumah Cepat Jawa Pos  TNI AL,Daerah Istimewa Yogyakarta,Bantul,Tugu Peresmian Rumah Cepat Jawa Pos  TNI AL Bantul,"-7.945758,110.3631794",Landmark,-7.945758,110.3631794
Tugu Peringatan  Desember  Tebing Tinggi,Sumatera Utara,Tebing Tinggi,Tugu Peringatan  Desember  Tebing Tinggi Tebing Tinggi,"3.3275084,99.1623117",Landmark,3.3275084,99.1623117
Tugu Peringatan Banjir Bandang Garut,Jawa Barat,Garut,Tugu Peringatan Banjir Bandang Garut Garut,"-7.2201807,107.8988333",Landmark,-7.2201807,107.8988333
Tugu Peringatan Bom Bali,Bali,Badung,Jalan Raya Legian,"-8.7173186,115.1744894",Landmark,-8.7173186,115.1744894
Tugu Peringatan Korban Perang,Kalimantan Barat,Sambas,Jalan Tugu,"1.1799145,108.9695026",Landmark,1.1799145,108.9695026
Tugu Peringatan Mobrig,Jawa Timur,Madiun,Tugu Peringatan Mobrig Madiun,"-7.7609622,111.7026825",Landmark,-7.7609622,111.7026825
Tugu Peringatan Perjuangan Rakyat Serpong,Banten,Tangerang Selatan,Tugu Peringatan Perjuangan Rakyat Serpong Tangerang Selatan,"-6.3121474,106.6602516",Landmark,-6.3121474,106.6602516
Tugu Peringatan Sejarah Tabalong,Kalimantan Selatan,Tabalong,Tugu Peringatan Sejarah Tabalong Tabalong,"-2.1664974,115.3811605",Landmark,-2.1664974,115.3811605
Tugu Peringatan Sersan Sanusi,Jawa Timur,Banyuwangi,Tugu Peringatan Sersan Sanusi Banyuwangi,"-8.3096527,114.111805",Landmark,-8.3096527,114.111805
Tugu Peringatan Worang,Sulawesi Utara,Manado,Jl Sam Ratulangi,"1.4921288,124.8396771",Landmark,1.4921288,124.8396771
TUGU PERINTIS CIMAUNG,Jawa Barat,Kabupaten Bandung,Jl Raya Gunung Puntang No,"-7.0855035,107.5621774",Landmark,-7.0855035,107.5621774
Tugu Perjuangan,Sumatera Utara,Deli Serdang,Tugu Perjuangan Deli Serdang,"3.272526,98.5486987",Landmark,3.272526,98.5486987
TUGU PERJUANGAN,Papua Barat,Fakfak,TUGU PERJUANGAN Fakfak,"-2.7309742,132.0503117",Landmark,-2.7309742,132.0503117
Tugu Perjuangan,Sumatera Utara,Binjai,Tugu Perjuangan  Binjai,"3.61049,98.4947686",Landmark,3.61049,98.4947686
Tugu Perjuangan Awayan,Kalimantan Selatan,Balangan,Tugu Perjuangan Awayan Balangan,"-2.3836524,115.5192889",Landmark,-2.3836524,115.5192889
Tugu Perjuangan Bandung Timur,Jawa Barat,Kota Bandung,Tugu Perjuangan Bandung Timur Kota Bandung,"-6.9068495,107.6682303",Landmark,-6.9068495,107.6682303
Tugu Perjuangan GMTPS,Kalimantan Tengah,Barito Selatan,Tugu Perjuangan GMTPS Barito Selatan,"-1.4813491,114.93433",Landmark,-1.4813491,114.93433
Tugu Perlawanan Rakyat Silungkang,Sumatera Barat,Sawahlunto,Tugu Perlawanan Rakyat Silungkang Sawahlunto,"-0.7226174,100.7626688",Landmark,-0.7226174,100.7626688
Tugu Permata,Sulawesi Tenggara,Konawe,Tugu Permata Konawe,"-3.8766382,122.0397684",Landmark,-3.8766382,122.0397684
Tugu Pers Bengkulu,Bengkulu,Bengkulu,Tugu Pers Bengkulu Bengkulu,"-3.7864375,102.2508749",Landmark,-3.7864375,102.2508749
Tugu Pesawat Hercules,Kalimantan Selatan,Banjarbaru,Tugu Pesawat Hercules Banjarbaru,"-3.4412302,114.7442441",Landmark,-3.4412302,114.7442441
Tugu Photocopy,Sumatera Barat,Tanah Datar,Tugu Photocopy Tanah Datar,"-0.5291232,100.7462145",Landmark,-0.5291232,100.7462145
Tugu Pipanisasi PNPMMP,Nusa Tenggara Timur,Sumba Barat Daya,Tugu Pipanisasi PNPMMP Sumba Barat Daya,"-9.4583865,119.0722792",Landmark,-9.4583865,119.0722792
Tugu PKK,Kalimantan Selatan,Banjarmasin,Tugu PKK Banjarmasin,"-3.3229768,114.5881845",Landmark,-3.3229768,114.5881845
Tugu Poci,Jawa Tengah,Slawi,Tugu Poci Slawi,"-6.9741651,109.13968",Landmark,-6.9741651,109.13968
Tugu Pramuka,Sumatera Utara,Deli Serdang,Tugu Pramuka Deli Serdang,"3.2739834,98.549787",Landmark,3.2739834,98.549787
Tugu Program Pokok PKK,Jawa Timur,Gedongombo,Tugu Program Pokok PKK Gedongombo,"-6.9030605,112.0689503",Landmark,-6.9030605,112.0689503
Tugu Proklamasi,DKI Jakarta,Daerah Khusus ibukota Jakarta,Tugu Proklamasi Daerah Khusus ibukota Jakarta,"-6.2032131,106.8468522",Landmark,-6.2032131,106.8468522
Tugu Proklamasi Padang,Sumatera Barat,Padang,Tugu Proklamasi Padang Padang,"-0.9556363,100.3558505",Landmark,-0.9556363,100.3558505
Tugu Punokawan,Jawa Tengah,Boyolali,Tugu Punokawan Boyolali,"-7.444349,110.727264",Landmark,-7.444349,110.727264
Tugu Pusat Negeri Hutumuri,Maluku,Ambon,Tugu Pusat Negeri Hutumuri Ambon,"-3.6969766,128.2859018",Landmark,-3.6969766,128.2859018
Tugu Putut Jari Janang,Kalimantan Tengah,Barito Timur,Tugu Putut Jari Janang Barito Timur,"-2.0260469,115.1773871",Landmark,-2.0260469,115.1773871
Tugu Raden Inten II,Lampung,Lampung Selatan,Tugu Raden Inten II Lampung Selatan,"-5.3618993,105.2258859",Landmark,-5.3618993,105.2258859
Tugu Raja Mataniari Tambun,Sumatera Utara,Toba,Jl Lintas Tengah Sumatera,"2.5175939,99.1258373",Landmark,2.5175939,99.1258373
Tugu Rambutan,Sulawesi Tenggara,Muna Barat,Tugu Rambutan Muna Barat,"-4.8100745,122.4047327",Landmark,-4.8100745,122.4047327
Tugu Ratik Togak,Riau,Rokan Hulu,Tugu Ratik Togak Rokan Hulu,"0.894887,100.3110556",Landmark,0.894887,100.3110556
Tugu Rato Nago Besanding,Lampung,Tulang Bawang Barat,Tugu Rato Nago Besanding Tulang Bawang Barat,"-4.5396876,105.087072",Landmark,-4.5396876,105.087072
Tugu Rawa Kalong,Jawa Barat,Jawa,Tugu Rawa Kalong Jawa,"-6.2249537,107.0449201",Landmark,-6.2249537,107.0449201
Tugu Reformasi  Mei,DKI Jakarta,Daerah Khusus ibukota Jakarta,Tugu Reformasi  Mei  Daerah Khusus ibukota Jakarta,"-6.1672739,106.788819",Landmark,-6.1672739,106.788819
Tugu Religi Sultra Letter Sign,Sulawesi Tenggara,Kendari,Tugu Religi Sultra Letter Sign Kendari,"-3.9744487,122.5147565",Landmark,-3.9744487,122.5147565
Tugu Rencong,Aceh,Lhokseumawe,Tugu Rencong Lhokseumawe,"5.1825632,97.1384269",Landmark,5.1825632,97.1384269
Tugu Reyog Ponorogo,Jawa Timur,Ponorogo,Tugu Reyog Ponorogo Ponorogo,"-7.7993025,111.5123117",Landmark,-7.7993025,111.5123117
Tugu Rusa,Kalimantan Tengah,Lamandau,Tugu Rusa Lamandau,"-2.1844249,111.4289658",Landmark,-2.1844249,111.4289658
Tugu Salib,Papua,Sentani,Tugu Salib Sentani,"-2.5654216,140.4118979",Landmark,-2.5654216,140.4118979
Tugu Salib Bukit Singki,Sulawesi Selatan,Toraja Utara,Tugu Salib Bukit Singki Toraja Utara,"-2.9730548,119.8926959",Landmark,-2.9730548,119.8926959
